SITEID,SAMPLEID,HgCOMP
2007190465,2007190465001,39.18075
2007190465,2007190465002,27.6801
2007190466,2007190466001,18.4026
2007190466,2007190466002,4.3012
2007190468,2007190468001,4.867
2007190469,2007190469001,45.5552
2007190469,2007190469002,46.123
2007190472,2007190472001,12.2392
2007191312,2007191312001,10.3669
2007190472,2007190472002,10.2
2007191312,2007191312002,9.0681
2007190473,2007190473001,25.3372
2007190473,2007190473002,21.143
2007190474,2007190474001,34.7156
2007190474,2007190474002,34.82235
2007190475,2007190475001,20.2388
2007190475,2007190475002,4.6298
2007190476,2007190476001,8.3268
2007190476,2007190476002,2.81305
2007190477,2007190477001,75.7872
2007190477,2007190477002,16.6641
2007190478,2007190478001,10.7478
2007190478,2007190478002,6.9269
2007190479,2007190479001,9.6032
2007190479,2007190479002,9.05985
2007190481,2007190481001,2.0429
2007191594,2007191594001,4.9976
2007190481,2007190481002,1.9889
2007191594,2007191594002,5.2587
2007190483,2007190483001,8.4802
2007190483,2007190483002,6.1116
2007190484,2007190484001,42.0198
2007190484,2007190484002,12.0088
2007190485,2007190485002,69.2652
2007190486,2007190486001,14.0415
2007190486,2007190486002,15.9159
2007190487,2007190487001,8.8512
2007190487,2007190487002,8.5446
2007190488,2007190488001,59.1827
2007190488,2007190488002,18.2817
2007190490,2007190490001,41.7013
2007190490,2007190490002,14.3047
2007190491,2007190491001,27.7846
2007190491,2007190491002,21.111
2007190492,2007190492001,27.08305
2007190492,2007190492002,26.0056
2007190493,2007190493001,25.6883
2007190493,2007190493002,15.4078
2007190494,2007190494001,15.67625
2007190494,2007190494002,11.5726
2007190495,2007190495001,39.7623
2007191318,2007191318001,43.31905
2007190495,2007190495002,52.9089
2007191318,2007191318002,51.8357
2007190496,2007190496001,14.274
2007190496,2007190496002,24.1278
2007190497,2007190497001,25.9463
2007190586,2007190586001,27.3645
2007190497,2007190497002,41.2826
2007190586,2007190586002,34.4984
2007190498,2007190498001,12.3772
2007190498,2007190498002,8.577
2007190499,2007190499001,47.2732
2007190499,2007190499002,25.6272
2007190501,2007190501001,38.5417
2007190501,2007190501002,69.8004
2007190502,2007190502001,7.4164
2007190502,2007190502002,8.0604
2007190503,2007190503001,11.7676
2007190503,2007190503002,9.5615
2007190505,2007190505001,1.8758
2007190505,2007190505002,2.67995
2007190506,2007190506001,7.5767
2007190506,2007190506002,10.7525
2007190631,2007190631002,6.2906
2007190507,2007190507001,17.2375
2007190507,2007190507002,14.6383
2007190508,2007190508001,19.21765
2007191119,2007191119001,16.769
2007190508,2007190508002,9.9139
2007191119,2007191119002,525.2754
2007190509,2007190509001,2.3636
2007190509,2007190509002,6.0606
2007190510,2007190510001,3.49435
2007190510,2007190510002,1.4489
2007190511,2007190511001,15.8206
2007190511,2007190511002,10.8836
2007190512,2007190512001,21.641
2007190512,2007190512002,13.0295
2007190513,2007190513001,19.6784
2007190513,2007190513002,14.3049
2007190514,2007190514001,8.8249
2007190514,2007190514002,29.7618
2007190515,2007190515001,30.21585
2007190515,2007190515002,34.7488
2007190517,2007190517001,13.3992
2007190517,2007190517002,25.2748
2007190518,2007190518001,4.2687
2007190518,2007190518002,4.291
2007190519,2007190519001,32.4432
2007190519,2007190519002,29.2054
2007190522,2007190522001,6.4518
2007190522,2007190522002,5.9955
2007190523,2007190523001,9.2426
2007190523,2007190523002,8.0284
2007190525,2007190525001,11.1814
2007190525,2007190525002,15.7719
2007190526,2007190526001,26.8393
2007191599,2007191599001,28.7155
2007190526,2007190526002,16.8432
2007191599,2007191599002,14.5243
2007190527,2007190527001,20.0265
2007190609,2007190609001,13.7761
2007190527,2007190527002,9.0694
2007190528,2007190528001,10.88745
2007190529,2007190529001,34.435
2007190529,2007190529002,30.8767
2007190531,2007190531001,7.376
2007190703,2007190703001,6.2849
2007190703,2007190703002,7.4255
2007190532,2007190532001,5.2762
2007190532,2007190532002,8.09005
2007190533,2007190533001,42.0274
2007190533,2007190533002,22.2304
2007190534,2007190534001,20.8754
2007191522,2007191522001,32.1168
2007190534,2007190534002,26.8751
2007191522,2007191522002,23.0106
2007190535,2007190535002,1.9629
2007190536,2007190536001,12.3601
2007190909,2007190909001,12.4744
2007190909,2007190909002,13.2326
2007190537,2007190537001,15.4362
2007190537,2007190537002,15.7629
2007190538,2007190538001,30.1353
2007190538,2007190538002,23.2862
2007190539,2007190539001,48.8942
2007190539,2007190539002,21.5559
2007190541,2007190541001,19.457
2007190541,2007190541002,10.4906
2007190542,2007190542001,12.27
2007190542,2007190542002,8.4789
2007190543,2007190543001,20.3293
2007190543,2007190543002,19.9338
2007190544,2007190544001,12.5904
2007190544,2007190544002,11.5883
2007190545,2007190545001,57.3218
2007190545,2007190545002,34.2027
2007190546,2007190546001,35.0863
2007190546,2007190546002,47.5962
2007190547,2007190547001,17.2669
2007190547,2007190547002,3.7218
2007190548,2007190548001,14.0046
2007191236,2007191236001,14.7077
2007190548,2007190548002,16.3442
2007191236,2007191236002,16.82745
2007190549,2007190549001,10.8301
2007191507,2007191507001,13.3852
2007190549,2007190549002,13.3368
2007191507,2007191507002,10.9955
2007190550,2007190550001,28.8989
2007190550,2007190550002,57.47965
2007190551,2007190551001,91.3161
2007190552,2007190552001,45.9241
2007190552,2007190552002,47.7796
2007190675,2007190675002,54.8959
2007190553,2007190553001,45.5846
2007190553,2007190553002,25.5674
2007190554,2007190554001,24.3916
2007190752,2007190752001,19.8857
2007190554,2007190554002,14.592
2007190752,2007190752002,13.69885
2007190555,2007190555001,28.608
2007190555,2007190555002,23.29335
2007190556,2007190556001,154.1946
2007190556,2007190556002,76.7765
2007190557,2007190557001,9.1648
2007190557,2007190557002,131.2223
2007190558,2007190558001,8.1296
2007190558,2007190558002,13.8752
2007190559,2007190559001,2.0879
2007190559,2007190559002,4.1477
2007190561,2007190561001,26.1959
2007190561,2007190561002,15.9965
2007190562,2007190562001,12.03835
2007190562,2007190562002,8.1214
2007190563,2007190563001,12.8008
2007190563,2007190563002,3.6602
2007190564,2007190564001,5.4797
2007190564,2007190564002,6.03545
2007190565,2007190565001,12.2745
2007190565,2007190565002,6.8505
2007190566,2007190566001,11.3847
2007190566,2007190566002,12.1971
2007190567,2007190567001,14.95595
2007190567,2007190567002,8.3295
2007190569,2007190569001,11.8868
2007190569,2007190569002,13.1377
2007190570,2007190570001,19.8826
2007190570,2007190570002,23.8629
2007190571,2007190571001,18.7387
2007190571,2007190571002,12.6338
2007190572,2007190572001,33.0454
2007190572,2007190572002,35.786
2007190574,2007190574001,7.1879
2007190574,2007190574002,5.6959
2007190575,2007190575001,13.56805
2007190575,2007190575002,17.4565
2007190576,2007190576001,19.9189
2007190576,2007190576002,11.8688
2007190577,2007190577001,30.36225
2007190577,2007190577002,20.1609
2007190578,2007190578001,31.2751
2007190578,2007190578002,19.2804
2007190579,2007190579001,21.1792
2007190581,2007190581001,24.3963
2007190581,2007190581002,24.9025
2007190583,2007190583001,9.8962
2007190583,2007190583002,20.1355
2007190584,2007190584001,556.00065
2007190585,2007190585002,9.4703
2007190588,2007190588001,14.8916
2007190588,2007190588002,9.3641
2007190589,2007190589001,48.034
2007190589,2007190589002,30.4677
2007190591,2007190591001,10.974
2007190591,2007190591002,9.0092
2007190592,2007190592001,6.5078
2007190592,2007190592002,5.1274
2007190593,2007190593001,19.8415
2007190593,2007190593002,13.8015
2007190596,2007190596001,32.77535
2007190596,2007190596002,17.0752
2007190597,2007190597001,42.4048
2007190597,2007190597002,16.2451
2007190598,2007190598001,86.8346
2007190598,2007190598002,37.1595
2007190599,2007190599001,13.6646
2007190599,2007190599002,17.6404
2007190601,2007190601001,11.1229
2007190601,2007190601002,7.3586
2007190602,2007190602001,10.3641
2007190602,2007190602002,6.9935
2007190604,2007190604001,25.3449
2007190604,2007190604002,11.5675
2007190605,2007190605001,15.6889
2007190605,2007190605002,52.9674
2007190606,2007190606001,15.4733
2007190616,2007190616001,54.1421
2007190616,2007190616002,79.9342
2007191166,2007191166001,45.6319
2007190618,2007190618002,23.4192
2007191166,2007191166002,16.9733
2007190621,2007190621001,18.2097
2007190621,2007190621002,19.2966
2007190623,2007190623001,11.52355
2007190623,2007190623002,20.7875
2007190624,2007190624001,13.5803
2007190624,2007190624002,9.87
2007190626,2007190626001,7.1021
2007190626,2007190626002,9.1456
2007190627,2007190627001,7.5796
2007190628,2007190628001,17.2208
2007190628,2007190628002,15.5607
2007190629,2007190629002,15.82295
2007190633,2007190633001,8.6033
2007190633,2007190633002,15.4569
2007190634,2007190634001,22.8574
2007190635,2007190635001,12.9411
2007190635,2007190635002,9.1848
2007190637,2007190637001,37.7121
2007190637,2007190637002,14.792
2007190639,2007190639001,89.1846
2007190639,2007190639002,31.7798
2007190641,2007190641001,16.3882
2007190641,2007190641002,14.5631
2007190642,2007190642002,6.6741
2007190643,2007190643001,38.0932
2007190643,2007190643002,31.517
2007190644,2007190644002,15.8326
2007190645,2007190645001,12.5697
2007190646,2007190646001,9.7164
2007190646,2007190646002,11.1714
2007190647,2007190647001,7.254
2007191525,2007191525001,16.9223
2007190647,2007190647002,4.8633
2007191525,2007191525002,12.10855
2007190648,2007190648001,12.4354
2007190648,2007190648002,9.5759
2007190651,2007190651001,21.4891
2007190651,2007190651002,22.285
2007190652,2007190652001,33.2743
2007190652,2007190652002,36.1088
2007190653,2007190653001,46.169
2007190653,2007190653002,12.7672
2007190654,2007190654001,7.3855
2007190654,2007190654002,5.7317
2007190655,2007190655001,18.30105
2007190655,2007190655002,14.0134
2007190658,2007190658001,19.5393
2007190658,2007190658002,16.56
2007190659,2007190659001,56.4424
2007190739,2007190739001,40.9695
2007190659,2007190659002,49.00785
2007190739,2007190739002,42.5983
2007190661,2007190661001,10.6831
2007191334,2007191334001,14.6802
2007191334,2007191334002,14.3746
2007190663,2007190663001,17.3573
2007190663,2007190663002,23.1417
2007190664,2007190664001,40.5637
2007190664,2007190664002,22.7147
2007190665,2007190665001,25.2046
2007190666,2007190666001,10.4224
2007190666,2007190666002,5.7166
2007190667,2007190667001,6.64145
2007190667,2007190667002,16.0322
2007190670,2007190670001,6.6305
2007190671,2007190671001,23.5336
2007190671,2007190671002,19.8534
2007190672,2007190672001,31.13405
2007190673,2007190673001,11.6068
2007190674,2007190674001,13.6511
2007190674,2007190674002,8.6883
2007190677,2007190677001,13.675
2007190677,2007190677002,7.293
2007190679,2007190679001,23.4244
2007190681,2007190681002,8.89
2007190683,2007190683002,6.9928
2007190684,2007190684001,25.2065
2007190684,2007190684002,31.8186
2007190685,2007190685001,10.40865
2007190685,2007190685002,7.8181
2007190686,2007190686001,15.781
2007191430,2007191430001,14.2905
2007190686,2007190686002,22.9829
2007191430,2007191430002,40.562
2007190687,2007190687001,11.7744
2007190687,2007190687002,13.4546
2007190688,2007190688001,6.9252
2007190688,2007190688002,11.6419
2007190689,2007190689001,20.2245
2007190689,2007190689002,13.2584
2007190690,2007190690001,50.9369
2007190691,2007190691001,3.02
2007190691,2007190691002,38.571
2007190694,2007190694001,5.5472
2007190694,2007190694002,6.7375
2007190695,2007190695001,14.9672
2007190924,2007190924001,16.42675
2007190695,2007190695002,30.82515
2007190924,2007190924002,29.0698
2007190697,2007190697001,6.5658
2007190697,2007190697002,5.7
2007190698,2007190698001,20.7758
2007190813,2007190813001,18.3237
2007190698,2007190698002,21.6306
2007190813,2007190813002,25.0306
2007190699,2007190699001,17.2718
2007190699,2007190699002,20.912
2007190701,2007190701001,16.8929
2007190701,2007190701002,5.8459
2007190702,2007190702001,11.1038
2007190702,2007190702002,12.91705
2007190705,2007190705001,2.9328
2007190705,2007190705002,1.5455
2007190706,2007190706001,12.6294
2007190706,2007190706002,12.0254
2007190707,2007190707001,24.9706
2007190707,2007190707002,20.442
2007190708,2007190708001,24.7826
2007190708,2007190708002,36.655
2007190709,2007190709001,17.8037
2007190709,2007190709002,13.14805
2007190710,2007190710001,16.4019
2007190710,2007190710002,10.771
2007190711,2007190711001,50.6483
2007190711,2007190711002,24.8799
2007190712,2007190712001,12.3722
2007190712,2007190712002,6.1865
2007190713,2007190713001,34.5416
2007190713,2007190713002,32.971
2007190714,2007190714001,20.10555
2007190714,2007190714002,12.8477
2007190716,2007190716001,0.9705
2007190717,2007190717001,33.5419
2007190717,2007190717002,9.2226
2007190721,2007190721001,11.25435
2007190721,2007190721002,7.2457
2007190722,2007190722001,10.4673
2007190722,2007190722002,20.8777
2007190723,2007190723001,61.6323
2007190723,2007190723002,42.8111
2007190724,2007190724001,7.782
2007190724,2007190724002,5.0511
2007190725,2007190725001,32.0309
2007190725,2007190725002,14.17965
2007190726,2007190726001,54.8655
2007190726,2007190726002,29.3376
2007190727,2007190727001,31.0942
2007190727,2007190727002,25.4697
2007190728,2007190728001,5.7351
2007190728,2007190728002,7.3874
2007190730,2007190730001,26.7405
2007190730,2007190730002,36.9924
2007190732,2007190732001,15.69235
2007191450,2007191450001,22.9494
2007190732,2007190732002,26.4866
2007191450,2007191450002,18.8029
2007190733,2007190733001,8.4916
2007190733,2007190733002,8.5544
2007190735,2007190735001,11.5963
2007191549,2007191549001,11.9616
2007190735,2007190735002,13.7673
2007191549,2007191549002,12.2661
2007190737,2007190737001,15.5757
2007190737,2007190737002,8.6146
2007190738,2007190738001,12.5683
2007190738,2007190738002,10.185
2007190741,2007190741001,9.475
2007190741,2007190741002,5.6142
2007190743,2007190743001,13.6447
2007190906,2007190906001,14.6009
2007190743,2007190743002,8.2034
2007190906,2007190906002,8.72605
2007190744,2007190744001,48.5849
2007190744,2007190744002,53.5631
2007190746,2007190746001,2.6052
2007191241,2007191241001,3.8239
2007190746,2007190746002,4.0518
2007191241,2007191241002,4.0453
2007190748,2007190748001,40.5909
2007190748,2007190748002,22.6758
2007190750,2007190750001,33.4239
2007190750,2007190750002,31.3971
2007190751,2007190751001,22.4537
2007190751,2007190751002,11.1232
2007190753,2007190753001,13.6184
2007191299,2007191299001,15.5175
2007190753,2007190753002,6.5833
2007191299,2007191299002,7.1988
2007190754,2007190754001,7.5723
2007190754,2007190754002,5.3945
2007190755,2007190755001,17.23375
2007190755,2007190755002,16.779
2007190756,2007190756001,36.1415
2007190756,2007190756002,37.6529
2007190757,2007190757001,3.2759
2007190757,2007190757002,3.95445
2007190759,2007190759001,21.4332
2007190759,2007190759002,11.6123
2007190761,2007190761001,31.6012
2007190761,2007190761002,25.8715
2007190762,2007190762001,36.0459
2007190762,2007190762002,56.027
2007190763,2007190763001,28.56925
2007190763,2007190763002,30.0525
2007190764,2007190764001,24.773
2007190764,2007190764002,54.1117
2007190766,2007190766001,21.6432
2007190766,2007190766002,48.86425
2007190767,2007190767001,34.7483
2007190767,2007190767002,10.2567
2007190769,2007190769001,26.2293
2007190769,2007190769002,19.5425
2007190770,2007190770001,8.6541
2007190770,2007190770002,5.9964
2007190771,2007190771001,23.8534
2007190771,2007190771002,29.5612
2007190772,2007190772001,12.31135
2007190772,2007190772002,14.5397
2007190775,2007190775001,60.4522
2007190775,2007190775002,71.2355
2007190776,2007190776001,31.2579
2007190776,2007190776002,24.3087
2007190778,2007190778001,37.6637
2007190778,2007190778002,19.5239
2007190779,2007190779001,45.8443
2007190779,2007190779002,21.3752
2007190781,2007190781001,107.1663
2007190781,2007190781002,31.9211
2007190782,2007190782001,13.3343
2007190782,2007190782002,18.9263
2007190783,2007190783001,17.038
2007190783,2007190783002,18.5482
2007190785,2007190785001,4.7296
2007190785,2007190785002,2.5521
2007190787,2007190787001,18.6771
2007190787,2007190787002,13.70155
2007190789,2007190789001,9.5659
2007190789,2007190789002,18.9549
2007190790,2007190790001,24.742
2007190790,2007190790002,18.1672
2007190791,2007190791001,6.7567
2007190791,2007190791002,25.4171
2007190792,2007190792001,13.62805
2007190792,2007190792002,22.0763
2007190793,2007190793001,13.7017
2007190793,2007190793002,18.0838
2007190794,2007190794001,12.0446
2007190794,2007190794002,9.53695
2007190795,2007190795001,7.9287
2007190795,2007190795002,7.4483
2007190796,2007190796001,35.2196
2007190796,2007190796002,10.6309
2007190798,2007190798001,5.7942
2007191229,2007191229001,3.4317
2007191229,2007191229002,6.1246
2007190799,2007190799001,9.2975
2007190799,2007190799002,6.8878
2007190802,2007190802001,17.4045
2007190802,2007190802002,11.9609
2007190803,2007190803001,3.5597
2007190803,2007190803002,1.9822
2007190805,2007190805001,33.4821
2007190805,2007190805002,44.4106
2007190806,2007190806001,31.7942
2007190806,2007190806002,20.7814
2007190807,2007190807001,21.7605
2007190807,2007190807002,6.7278
2007190809,2007190809001,54.8877
2007190809,2007190809002,60.6168
2007190810,2007190810001,38.3698
2007190810,2007190810002,47.7426
2007190811,2007190811001,8.9939
2007190811,2007190811002,7.81895
2007190812,2007190812001,83.2812
2007190812,2007190812002,69.2125
2007190814,2007190814002,6.35975
2007190816,2007190816001,9.1668
2007190816,2007190816002,7.8259
2007190817,2007190817001,12.1547
2007190817,2007190817002,8.2088
2007190818,2007190818001,18.0706
2007191157,2007191157001,23.5625
2007190818,2007190818002,18.8637
2007191157,2007191157002,19.9314
2007190819,2007190819001,44.9127
2007190819,2007190819002,49.8193
2007190821,2007190821001,14.68415
2007190821,2007190821002,4.2877
2007190822,2007190822001,34.4944
2007190822,2007190822002,28.6459
2007190823,2007190823001,139.5425
2007190823,2007190823002,15.80965
2007190825,2007190825001,5.5449
2007191214,2007191214001,12.3976
2007190825,2007190825002,7.6273
2007191214,2007191214002,10.0628
2007190826,2007190826001,20.216
2007190826,2007190826002,38.4954
2007190827,2007190827001,24.0663
2007191440,2007191440001,42.3861
2007190827,2007190827002,21.0659
2007191440,2007191440002,42.8904
2007190829,2007190829001,12.5737
2007190829,2007190829002,10.7216
2007190830,2007190830001,9.9375
2007190830,2007190830002,7.4769
2007190831,2007190831001,14.0866
2007190831,2007190831002,13.4785
2007190832,2007190832001,19.2165
2007190833,2007190833001,5.4734
2007190833,2007190833002,8.3066
2007190834,2007190834001,48.5014
2007190889,2007190889001,21.6848
2007190834,2007190834002,18.3641
2007190835,2007190835001,57.6197
2007190835,2007190835002,52.2007
2007190836,2007190836001,14.7973
2007190836,2007190836002,13.008
2007190838,2007190838001,22.0634
2007190838,2007190838002,11.05785
2007190839,2007190839002,42.6958
2007190841,2007190841001,7.6913
2007190841,2007190841002,1.6286
2007190842,2007190842001,12.0614
2007190842,2007190842002,8.6192
2007190843,2007190843001,24.5169
2007190843,2007190843002,16.7975
2007190844,2007190844001,48.4552
2007190844,2007190844002,21.0676
2007190846,2007190846001,9.1946
2007190846,2007190846002,7.1252
2007190847,2007190847001,39.6115
2007190847,2007190847002,19.3672
2007190848,2007190848001,4.5423
2007190848,2007190848002,5.485
2007190849,2007190849001,97.2089
2007191277,2007191277001,24.3795
2007190849,2007190849002,31.1467
2007191277,2007191277002,13.0648
2007190850,2007190850001,9.2906
2007190850,2007190850002,7.93845
2007190851,2007190851001,6.7195
2007190851,2007190851002,7.7729
2007190852,2007190852001,11.4859
2007190852,2007190852002,9.8489
2007190853,2007190853001,12.5665
2007190939,2007190939001,11.4281
2007190939,2007190939002,8.1516
2007190854,2007190854001,9.4116
2007190854,2007190854002,10.31415
2007190855,2007190855001,43.7092
2007190855,2007190855002,19.4386
2007190857,2007190857001,19.72965
2007190857,2007190857002,10.3281
2007190858,2007190858001,14.65
2007190858,2007190858002,9.681
2007190859,2007190859001,3.2975
2007190859,2007190859002,2.8058
2007190861,2007190861001,11.2789
2007190861,2007190861002,13.143
2007190862,2007190862001,6.8605
2007190862,2007190862002,3.83025
2007190864,2007190864001,19.3263
2007190864,2007190864002,22.4589
2007191183,2007191183001,6.6693
2007191183,2007191183002,6.6008
2007190866,2007190866001,27.2975
2007190866,2007190866002,39.1692
2007190867,2007190867001,11.55535
2007190867,2007190867002,12.3164
2007190868,2007190868001,6.4818
2007190868,2007190868002,2.7277
2007190870,2007190870001,23.2149
2007190870,2007190870002,27.3675
2007190871,2007190871001,13.9359
2007190871,2007190871002,38.5547
2007190874,2007190874001,12.384
2007191297,2007191297001,25.0869
2007190874,2007190874002,19.8766
2007191297,2007191297002,27.1112
2007190877,2007190877001,84.8201
2007190877,2007190877002,21.6883
2007190878,2007190878001,233.8186
2007190878,2007190878002,51.0776
2007190879,2007190879001,15.27675
2007190879,2007190879002,8.8907
2007190881,2007190881001,8.17485
2007190881,2007190881002,0.8974
2007190882,2007190882001,12.2623
2007190882,2007190882002,8.4087
2007190883,2007190883001,26.0403
2007190883,2007190883002,5.46765
2007190884,2007190884001,12.1781
2007190884,2007190884002,7.6144
2007190885,2007190885001,185.7068
2007190885,2007190885002,19.5995
2007190886,2007190886001,51.2541
2007190886,2007190886002,42.6464
2007190887,2007190887001,12.70105
2007190887,2007190887002,12.7855
2007190888,2007190888001,35.1749
2007190888,2007190888002,26.5524
2007190890,2007190890002,2.9535
2007190891,2007190891001,27.6541
2007190891,2007190891002,13.259
2007190894,2007190894001,19.1344
2007190894,2007190894002,48.8598
2007190895,2007190895001,12.6006
2007190947,2007190947001,15.805
2007190895,2007190895002,7.5281
2007190947,2007190947002,8.3469
2007190896,2007190896001,22.2004
2007191441,2007191441001,30.91275
2007190896,2007190896002,20.5459
2007191441,2007191441002,14.3345
2007190897,2007190897001,17.5109
2007190897,2007190897002,11.52775
2007190898,2007190898001,37.7842
2007190898,2007190898002,34.025
2007190901,2007190901001,6.0764
2007190901,2007190901002,18.6054
2007190902,2007190902001,22.2549
2007190902,2007190902002,24.3586
2007190903,2007190903001,15.1741
2007190903,2007190903002,20.9858
2007190904,2007190904001,22.10965
2007190904,2007190904002,91.8277
2007190905,2007190905001,22.2542
2007190905,2007190905002,17.3749
2007190907,2007190907001,32.3783
2007190907,2007190907002,32.2403
2007190910,2007190910001,16.4035
2007190910,2007190910002,20.2219
2007190912,2007190912001,26.5467
2007190912,2007190912002,13.712
2007190914,2007190914001,43.0227
2007190914,2007190914002,45.8815
2007190915,2007190915001,19.3254
2007190915,2007190915002,8.0087
2007190916,2007190916001,14.9129
2007190916,2007190916002,8.9552
2007190917,2007190917001,26.0023
2007190917,2007190917002,16.66395
2007190918,2007190918001,46.6925
2007190918,2007190918002,29.058
2007190919,2007190919001,14.24
2007190921,2007190921001,15.7855
2007190921,2007190921002,9.5524
2007190922,2007190922001,56.2892
2007191082,2007191082001,42.6987
2007190922,2007190922002,126.2854
2007191082,2007191082002,101.3772
2007190923,2007190923001,16.2468
2007190923,2007190923002,19.9991
2007190925,2007190925001,39.9964
2007190925,2007190925002,7.3052
2007190926,2007190926001,40.1202
2007190926,2007190926002,17.1841
2007190927,2007190927001,98.9496
2007191444,2007191444001,103.5971
2007190927,2007190927002,77.9223
2007191444,2007191444002,69.06945
2007190928,2007190928001,31.603
2007190928,2007190928002,46.6384
2007190929,2007190929001,65.3358
2007190930,2007190930001,7.5725
2007190930,2007190930002,8.411
2007190931,2007190931001,28.127
2007190931,2007190931002,22.8916
2007190932,2007190932001,65.8895
2007190932,2007190932002,29.9348
2007190933,2007190933001,15.1346
2007190933,2007190933002,2.6812
2007190936,2007190936001,22.60985
2007190936,2007190936002,20.9376
2007190941,2007190941001,13.5259
2007190941,2007190941002,4.78165
2007190942,2007190942001,4.4579
2007190942,2007190942002,5.3438
2007190943,2007190943001,8.0827
2007190943,2007190943002,5.5249
2007190945,2007190945001,67.7267
2007190945,2007190945002,72.2626
2007190946,2007190946001,5.0154
2007190946,2007190946002,14.5508
2007190948,2007190948001,5.923
2007190948,2007190948002,3.2106
2007190949,2007190949001,19.3253
2007191504,2007191504001,14.404
2007190949,2007190949002,14.53415
2007191504,2007191504002,21.6849
2007190950,2007190950001,36.6606
2007190951,2007190951001,19.875
2007190951,2007190951002,35.9832
2007190952,2007190952001,37.3119
2007190952,2007190952002,17.7455
2007190953,2007190953001,9.8419
2007190953,2007190953002,12.8605
2007190954,2007190954001,11.9271
2007190954,2007190954002,4.40045
2007190955,2007190955001,8.3609
2007190955,2007190955002,21.0862
2007190958,2007190958001,17.4228
2007190958,2007190958002,4.9145
2007190959,2007190959001,21.77365
2007190959,2007190959002,11.3279
2007190963,2007190963001,3.9532
2007190963,2007190963002,5.3375
2007190964,2007190964001,32.2931
2007190964,2007190964002,31.8732
2007190966,2007190966001,12.9401
2007190966,2007190966002,5.835
2007190967,2007190967001,14.1836
2007190967,2007190967002,6.6962
2007190968,2007190968001,13.4497
2007191437,2007191437001,9.9093
2007190968,2007190968002,4.6207
2007191437,2007191437002,4.7631
2007190969,2007190969001,28.8921
2007190969,2007190969002,27.6977
2007190970,2007190970001,58.4736
2007191245,2007191245001,108.5158
2007190970,2007190970002,39.6143
2007191245,2007191245002,30.4937
2007190971,2007190971001,15.02
2007190971,2007190971002,12.67
2007190972,2007190972001,12.1928
2007190972,2007190972002,15.5347
2007190973,2007190973001,56.8449
2007190973,2007190973002,36.5566
2007190975,2007190975001,37.2739
2007190975,2007190975002,42.3983
2007190976,2007190976001,60.88775
2007190976,2007190976002,47.2424
2007190979,2007190979001,10.0354
2007190979,2007190979002,6.5603
2007190982,2007190982001,9.7031
2007190982,2007190982002,5.2233
2007190985,2007190985001,21.7562
2007190985,2007190985002,15.7407
2007191592,2007191592001,9.5797
2007190986,2007190986002,3.5514
2007191592,2007191592002,11.2908
2007190990,2007190990001,27.2856
2007191537,2007191537001,25.9066
2007190990,2007190990002,7.125
